0,1338
1,870
2,569
3,293
4,163
5,93
6,97
7,320
8,701
9,982
10,1153
11,1246
12,1145
13,1154
14,1349
15,1200
16,1442
17,1727
18,1834
19,2568
20,2637
21,2609
22,2401
23,2059
